StateName	ConstituencyName	LeadingCandidate	LeadingParty	TrailingCandidate	TrailingParty	Margin	LeadingParty2014
Tamil Nadu	Cuddalore	T. R. V .s. Ramesh	Dravida Munnetra Kazhagam	Dr. R. Govindasamy	Pattali Makkal Katchi	143983	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Dharmapuri	Dnv Senthilkumar. S.	Dravida Munnetra Kazhagam	Anbumani Ramadoss	Pattali Makkal Katchi	70753	Pattali Makkal Katchi
Tamil Nadu	Dindigul	Velusamy, P.	Dravida Munnetra Kazhagam	Jothimuthu, K.	Pattali Makkal Katchi	538972	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Erode	Ganeshamurthi A	Dravida Munnetra Kazhagam	Manimaran G	All India Anna Dravida Munnetra Kazhagam	210618	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Kallakurichi	Gautham Sigamani Pon	Dravida Munnetra Kazhagam	Sudhish L K	Desiya Murpokku Dravida Kazhagam	399919	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Kancheepuram	Selvam.g	Dravida Munnetra Kazhagam	Maragatham K	All India Anna Dravida Munnetra Kazhagam	286632	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Kanniyakumari	Vasanthakumar. H	Indian National Congress	Radhakrishnan. P	Bharatiya Janata Party	259933	Bharatiya Janata Party
Tamil Nadu	Karur	Jothimani S	Indian National Congress	Thambidurai M	All India Anna Dravida Munnetra Kazhagam	420546	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Krishnagiri	Dr.a.chellakumar	Indian National Congress	K.p.munusamy	All India Anna Dravida Munnetra Kazhagam	156765	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Madurai	Venkatesan S	Communist Party of India  (Marxist)	Raj Satyen V.v.r	All India Anna Dravida Munnetra Kazhagam	139395	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Mayiladuthurai	Ramalingam. S	Dravida Munnetra Kazhagam	Asaimani. S	All India Anna Dravida Munnetra Kazhagam	261314	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Nagapattinam	Selvaraj M	Communist Party of India	Saravanan M	All India Anna Dravida Munnetra Kazhagam	211353	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Namakkal	Chinraj A.k.p	Dravida Munnetra Kazhagam	Kaliappan P	All India Anna Dravida Munnetra Kazhagam	265151	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Nilgiris	Raja, A.	Dravida Munnetra Kazhagam	Thiyagarajan, M.	All India Anna Dravida Munnetra Kazhagam	205823	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Perambalur	Dr.paarivendhar, T. R	Dravida Munnetra Kazhagam	Sivapathy, N.r	All India Anna Dravida Munnetra Kazhagam	403518	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Pollachi	Shanmuga Sundaram. K	Dravida Munnetra Kazhagam	Mahendran. C	All India Anna Dravida Munnetra Kazhagam	175883	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Ramanathapuram	K. Navaskani	Indian Union Muslim League	Nainar Nagenthran	Bharatiya Janata Party	127122	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Salem	Parthiban.s.r	Dravida Munnetra Kazhagam	Saravanan.k.r.s	All India Anna Dravida Munnetra Kazhagam	146926	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Sivaganga	Karti P Chidambaram	Indian National Congress	H.raja	Bharatiya Janata Party	332244	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Sriperumbudur	Baalu.t.r.	Dravida Munnetra Kazhagam	Vaithilingam A	Pattali Makkal Katchi	507955	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Tenkasi	Dhanush.m.kumar	Dravida Munnetra Kazhagam	Dr.krishnasamy.k	All India Anna Dravida Munnetra Kazhagam	120286	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Thanjavur	Palanimanickam,s.s.	Dravida Munnetra Kazhagam	Natarajan,n.r .	Tamil Maanila Congress  (Moopanar)	368129	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Theni	Raveendranath Kumar, P	All India Anna Dravida Munnetra Kazhagam	Elangovan, E.v.k.s.	Indian National Congress	76693	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Thiruvallur	Dr.k.jayakumar	Indian National Congress	Dr.p.venugopal	All India Anna Dravida Munnetra Kazhagam	356955	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Thoothukkudi	Kanimozhi Karunanidhi	Dravida Munnetra Kazhagam	Dr. Tamilisai Soundararajan	Bharatiya Janata Party	347209	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Tiruchirappalli	Thirunavukkarasar. Su	Indian National Congress	Dr.elangovan. V	Desiya Murpokku Dravida Kazhagam	459286	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Tirunelveli	Gnanathiraviam S	Dravida Munnetra Kazhagam	Paul Manoj Pandian	All India Anna Dravida Munnetra Kazhagam	185457	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Tiruppur	Subbarayan, K.	Communist Party of India	Anandan, M.s.m.	All India Anna Dravida Munnetra Kazhagam	93368	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Tiruvannamalai	Annadurai C N	Dravida Munnetra Kazhagam	Agri Krishnamurthy S S	All India Anna Dravida Munnetra Kazhagam	304187	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Viluppuram	Ravikumar D	Dravida Munnetra Kazhagam	Vadivel Ravanan S	Pattali Makkal Katchi	128068	All India Anna Dravida Munnetra Kazhagam
Tamil Nadu	Virudhunagar	Manickam Tagore, B.	Indian National Congress	Alagarsamy, R.	Desiya Murpokku Dravida Kazhagam	154554	All India Anna Dravida Munnetra Kazhagam
Telangana	Adilabad	Soyam Bapu Rao	Bharatiya Janata Party	Godam Nagesh	Telangana Rashtra Samithi	58560	Telangana Rashtra Samithi
Telangana	Bhongir	Komati Reddy Venkat Reddy	Indian National Congress	Dr. Boora Narsaiah Goud	Telangana Rashtra Samithi	5219	Telangana Rashtra Samithi
Telangana	Chelvella	Dr. G. Ranjith Reddy	Telangana Rashtra Samithi	Konda Vishweshwar Reddy	Indian National Congress	14317	Telangana Rashtra Samithi
Telangana	Hyderabad	Asaduddin Owaisi	All India Majlis-E-Ittehadul Muslimeen	Dr. Bhagavanth Rao	Bharatiya Janata Party	282186	All India Majlis-E-Ittehadul Muslimeen
Telangana	Karimnagar	Bandi Sanjay Kumar	Bharatiya Janata Party	Boianapalli Vinod Kumar	Telangana Rashtra Samithi	89508	Telangana Rashtra Samithi
Telangana	Khammam	Nama Nageswr Rao	Telangana Rashtra Samithi	Renuka Chowdhury	Indian National Congress	168062	Yuvajana Sramika Rythu Congress Party
Telangana	Mahabubabad	Kavitha Malothu	Telangana Rashtra Samithi	Balaram Naik Porika	Indian National Congress	146663	Telangana Rashtra Samithi
Telangana	Mahbubnagar	Manne Srinivas Reddy	Telangana Rashtra Samithi	Aruna D.k	Bharatiya Janata Party	77829	Telangana Rashtra Samithi
Telangana	Malkajgiri	Anumula Revanth Reddy	Indian National Congress	Rajashekar Reddy Marri	Telangana Rashtra Samithi	10919	Telugu Desam
Telangana	Medak	Kotha Prabhakar Reddy	Telangana Rashtra Samithi	Anil Kumar Gali	Indian National Congress	316427	Telangana Rashtra Samithi
Telangana	Nagarkurnool	Pothuganti Ramulu	Telangana Rashtra Samithi	Dr Mallu Ravi	Indian National Congress	189748	Indian National Congress
Telangana	Nalgonda	Uttam Kumar Reddy Nalamada	Indian National Congress	Vemireddy Narasimha Reddy	Telangana Rashtra Samithi	25682	Indian National Congress
Telangana	Nizamabad	Arvind Dharmapuri	Bharatiya Janata Party	Kalvakuntla Kavitha	Telangana Rashtra Samithi	70875	Telangana Rashtra Samithi
Telangana	Peddapalle	Venkatesh Netha Borlakunta	Telangana Rashtra Samithi	Agam Chandrasekhar	Indian National Congress	95180	Telangana Rashtra Samithi
Telangana	Secundrabad	G . Kishan Reddy	Bharatiya Janata Party	Talasani Sai Kiran Yadav	Telangana Rashtra Samithi	62114	Bharatiya Janata Party
Telangana	Warangal	Dayakar Pasunoori	Telangana Rashtra Samithi	Dommati Sambaiah	Indian National Congress	350298	Telangana Rashtra Samithi
Telangana	Zahirabad	B.b.patil	Telangana Rashtra Samithi	Madan Mohan Rao	Indian National Congress	6229	Telangana Rashtra Samithi
Tripura	Tripura East	Rebati Tripura	Bharatiya Janata Party	Maharaj Kumari Pragya Debburman	Indian National Congress	204290	Communist Party of India  (Marxist)
Tripura	Tripura West	Pratima Bhoumik	Bharatiya Janata Party	Subal Bhowmik	Indian National Congress	305689	Communist Party of India  (Marxist)
Uttar Pradesh	Agra	Satyapal Singh Baghel	Bharatiya Janata Party	Manoj Kumar Soni	Bahujan Samaj Party	211546	Bharatiya Janata Party
Uttar Pradesh	Akbarpur	Devendra Singh 'bhole'	Bharatiya Janata Party	Nisha Sachan	Bahujan Samaj Party	275142	Bharatiya Janata Party
Uttar Pradesh	Aligarh	Satish Kumar Gautam	Bharatiya Janata Party	Dr. Ajeet Baliyan	Bahujan Samaj Party	229261	Bharatiya Janata Party
Uttar Pradesh	Allahabad	Rita Bahuguna Joshi	Bharatiya Janata Party	Rajendra Singh Patel	Samajwadi Party	184275	Bharatiya Janata Party
Uttar Pradesh	Ambedkar Nagar	Ritesh Pandey	Bahujan Samaj Party	Mukut Bihari	Bharatiya Janata Party	95880	Bharatiya Janata Party
Uttar Pradesh	Amethi	Smriti Irani	Bharatiya Janata Party	Rahul Gandhi	Indian National Congress	55120	Indian National Congress
Uttar Pradesh	Amroha	Kunwar Danish Ali	Bahujan Samaj Party	Kanwar Singh Tanwar	Bharatiya Janata Party	63248	Bharatiya Janata Party
Uttar Pradesh	Aonla	Dharmendra Kashyap	Bharatiya Janata Party	Ruchivira	Bahujan Samaj Party	113743	Bharatiya Janata Party
Uttar Pradesh	Azamgarh	Akhilesh Yadav	Samajwadi Party	Dinesh Lal Yadav Nirahua	Bharatiya Janata Party	259874	Samajwadi Party
Uttar Pradesh	Badaun	Dr. Sanghmitra Maurya	Bharatiya Janata Party	Dharmendra Yadav	Samajwadi Party	18454	Samajwadi Party
Uttar Pradesh	Baghpat	Dr. Satyapal Singh	Bharatiya Janata Party	Jayant Chaudhary	Rashtriya Lok Dal	23502	Bharatiya Janata Party
Uttar Pradesh	Bahraich	Akshaibar Lal	Bharatiya Janata Party	Shabbir Balmiki	Samajwadi Party	128752	Bharatiya Janata Party
Uttar Pradesh	Ballia	Virendra Singh	Bharatiya Janata Party	Sanatan Pandey	Samajwadi Party	15519	Bharatiya Janata Party
Uttar Pradesh	Banda	R.k. Singh Patel	Bharatiya Janata Party	Shyama Charan Gupta	Samajwadi Party	58938	Bharatiya Janata Party
Uttar Pradesh	Bansgaon	Kamlesh Paswan	Bharatiya Janata Party	Sadal Prasad	Bahujan Samaj Party	153468	Bharatiya Janata Party
Uttar Pradesh	Barabanki	Upendra Singh Rawat	Bharatiya Janata Party	Ram Sagar Rawat	Samajwadi Party	110140	Bharatiya Janata Party
Uttar Pradesh	Bareilly	Santosh Kumar Gangwar	Bharatiya Janata Party	Bhagwat Saran Gangwar	Samajwadi Party	167282	Bharatiya Janata Party
Uttar Pradesh	Basti	Harish Chandra Alias Harish Dwivedi	Bharatiya Janata Party	Ram Prasad Chaudhary	Bahujan Samaj Party	30354	Bharatiya Janata Party
Uttar Pradesh	Bhadohi	Ramesh Chand	Bharatiya Janata Party	Rangnath Mishra	Bahujan Samaj Party	43615	Bharatiya Janata Party
Uttar Pradesh	Bijnor	Malook Nagar	Bahujan Samaj Party	Raja Bharatendra Singh	Bharatiya Janata Party	69941	Bharatiya Janata Party
Uttar Pradesh	Bulandshahr	Bhola Singh	Bharatiya Janata Party	Yogesh Verma	Bahujan Samaj Party	290057	Bharatiya Janata Party
Uttar Pradesh	Chandauli	Dr. Mahendra Nath Pandey	Bharatiya Janata Party	Sanjay Singh Chauhan	Samajwadi Party	13959	Bharatiya Janata Party
Uttar Pradesh	Deoria	Ramapati Ram Tripathi	Bharatiya Janata Party	Binod Kumar Jaiswal	Bahujan Samaj Party	249931	Bharatiya Janata Party
Uttar Pradesh	Dhaurahra	Rekha Verma	Bharatiya Janata Party	Arshad Iliyas Siddiqui	Bahujan Samaj Party	160611	Bharatiya Janata Party
Uttar Pradesh	Domariyaganj	Jagdambika Pal	Bharatiya Janata Party	Aftab Alam	Bahujan Samaj Party	105321	Bharatiya Janata Party
Uttar Pradesh	Etah	Rajveer Singh (raju Bhaiya)	Bharatiya Janata Party	Ku. Devendra Singh Yadav	Samajwadi Party	122670	Bharatiya Janata Party
Uttar Pradesh	Etawah	Dr Ram Shankar Katheria	Bharatiya Janata Party	Kamlesh Kumar	Samajwadi Party	64437	Bharatiya Janata Party
Uttar Pradesh	Faizabad	Lallu Singh	Bharatiya Janata Party	Anand Sen	Samajwadi Party	65477	Bharatiya Janata Party
Uttar Pradesh	Farrukhabad	Mukesh Rajput	Bharatiya Janata Party	Manoj Agarwal	Bahujan Samaj Party	221702	Bharatiya Janata Party
Uttar Pradesh	Fatehpur	Niranjan Jyoti	Bharatiya Janata Party	Sukhdev Prasad Verma	Bahujan Samaj Party	198205	Bharatiya Janata Party
Uttar Pradesh	Fatehpur Sikri	Rajkumar Chahar	Bharatiya Janata Party	Raj Babbar	Indian National Congress	495065	Bharatiya Janata Party
Uttar Pradesh	Firozabad	Dr. Chandra Sen Jadon	Bharatiya Janata Party	Akshay Yadav	Samajwadi Party	28781	Samajwadi Party
Uttar Pradesh	Gautam Buddha Nagar	Dr. Mahesh Sharma	Bharatiya Janata Party	Satveer	Bahujan Samaj Party	336922	Bharatiya Janata Party
Uttar Pradesh	Ghaziabad	Vijay Kumar Singh	Bharatiya Janata Party	Suresh Bansal	Samajwadi Party	501500	Bharatiya Janata Party
Uttar Pradesh	Ghazipur	Afzal Ansari	Bahujan Samaj Party	Manoj Sinha	Bharatiya Janata Party	119392	Bharatiya Janata Party
Uttar Pradesh	Ghosi	Atul Kumar Singh	Bahujan Samaj Party	Harinarayan	Bharatiya Janata Party	122568	Bharatiya Janata Party
Uttar Pradesh	Gonda	Kirti Vardhan Singh Alias Raja Bhaiya	Bharatiya Janata Party	Vinod Kumar Alias Pandit Singh	Samajwadi Party	166360	Bharatiya Janata Party
Uttar Pradesh	Gorakhpur	Ravindra Shyamnarayan Shukla Alias Ravi Kishan	Bharatiya Janata Party	Rambhual Nishad	Samajwadi Party	301664	Bharatiya Janata Party
Uttar Pradesh	Hamirpur	Kunwar Pushpendra Singh Chandel	Bharatiya Janata Party	Dilip Kumar Singh	Bahujan Samaj Party	248652	Bharatiya Janata Party
Uttar Pradesh	Hardoi	Jai Prakash	Bharatiya Janata Party	Usha Verma	Samajwadi Party	132474	Bharatiya Janata Party
Uttar Pradesh	Hathras	Rajvir Diler	Bharatiya Janata Party	Ramji Lal Suman	Samajwadi Party	260208	Bharatiya Janata Party
Uttar Pradesh	Jalaun	Bhanu Pratap Singh Verma	Bharatiya Janata Party	Ajay Singh (pankaj)	Bahujan Samaj Party	158377	Bharatiya Janata Party
Uttar Pradesh	Jaunpur	Shyam Singh Yadav	Bahujan Samaj Party	Krishna Pratap Singh K.p.	Bharatiya Janata Party	80936	Bharatiya Janata Party
Uttar Pradesh	Jhansi	Anurag Sharma	Bharatiya Janata Party	Shyam Sundar Singh	Samajwadi Party	365683	Bharatiya Janata Party
Uttar Pradesh	Kairana	Pradeep Kumar	Bharatiya Janata Party	Tabassum Begum	Samajwadi Party	92160	Bharatiya Janata Party
Uttar Pradesh	Kaiserganj	Brijbhusan Sharan Singh	Bharatiya Janata Party	Chandradev Ram Yadav	Bahujan Samaj Party	261601	Bharatiya Janata Party
Uttar Pradesh	Kannauj	Subrat Pathak	Bharatiya Janata Party	Dimple Yadav	Samajwadi Party	12353	Samajwadi Party
Uttar Pradesh	Kanpur	Satyadev Pachauri	Bharatiya Janata Party	Sriprakash Jaiswal	Indian National Congress	155934	Bharatiya Janata Party
Uttar Pradesh	Kaushambi	Vinod Kumar Sonkar	Bharatiya Janata Party	Indrajeet Saroj	Samajwadi Party	38722	Bharatiya Janata Party
Uttar Pradesh	Kheri	Ajay Kumar	Bharatiya Janata Party	Dr. Purvi Verma	Samajwadi Party	218807	Bharatiya Janata Party
Uttar Pradesh	Kushi Nagar	Vijay Kumar Dubey	Bharatiya Janata Party	N.p. Kushwaha Alias Nathuni Prasad Kushwaha	Samajwadi Party	337560	Bharatiya Janata Party
Uttar Pradesh	Lalganj	Sangeeta Azad	Bahujan Samaj Party	Neelam Sonker	Bharatiya Janata Party	161597	Bharatiya Janata Party
Uttar Pradesh	Lucknow	Rajnath Singh	Bharatiya Janata Party	Poonam Shatrughan Sinha	Samajwadi Party	347302	Bharatiya Janata Party
Uttar Pradesh	Machhlishahr	Bholanath (b.p. Saroj)	Bharatiya Janata Party	Tribhuvan Ram (t.ram)	Bahujan Samaj Party	181	Bharatiya Janata Party
Uttar Pradesh	Maharajganj	Pankaj Choudhary	Bharatiya Janata Party	Akhilesh	Samajwadi Party	340424	Bharatiya Janata Party
Uttar Pradesh	Mainpuri	Mulayam Singh Yadav	Samajwadi Party	Prem Singh Shakya	Bharatiya Janata Party	94389	Samajwadi Party
Uttar Pradesh	Mathura	Hema Malini	Bharatiya Janata Party	Kunwar Narendra Singh	Rashtriya Lok Dal	293471	Bharatiya Janata Party
Uttar Pradesh	Meerut	Rajendra Agarwal	Bharatiya Janata Party	Haji Mohammad Yaqoob	Bahujan Samaj Party	4729	Bharatiya Janata Party
Uttar Pradesh	Mirzapur	Anupriya Singh Patel	Apna Dal (Soneylal)	Ramcharitra Nishad	Samajwadi Party	232008	Apna Dal
Uttar Pradesh	Misrikh	Ashok Kumar Rawat	Bharatiya Janata Party	Dr Neelu Satyarthi	Bahujan Samaj Party	100672	Bharatiya Janata Party
Uttar Pradesh	Mohanlalganj	Kaushal Kishore	Bharatiya Janata Party	C. L. Verma	Bahujan Samaj Party	90229	Bharatiya Janata Party
Uttar Pradesh	Moradabad	Dr. S.t. Hasan	Samajwadi Party	Kunwar Sarvesh Kumar	Bharatiya Janata Party	97878	Bharatiya Janata Party
Uttar Pradesh	Muzaffarnagar	Sanjeev Kumar Balyan	Bharatiya Janata Party	Ajit Singh	Rashtriya Lok Dal	6526	Bharatiya Janata Party
Uttar Pradesh	Nagina	Girish Chandra	Bahujan Samaj Party	Dr. Yashwant Singh	Bharatiya Janata Party	166832	Bharatiya Janata Party
Uttar Pradesh	Phulpur	Keshari Devi Patel	Bharatiya Janata Party	Pandhari Yadav	Samajwadi Party	171968	Bharatiya Janata Party
Uttar Pradesh	Pilibhit	Feroze Varun Gandhi	Bharatiya Janata Party	Hemraj Verma	Samajwadi Party	255627	Bharatiya Janata Party
Uttar Pradesh	Pratapgarh	Sangam Lal Gupta	Bharatiya Janata Party	Ashok Tripathi	Bahujan Samaj Party	117752	Apna Dal
Uttar Pradesh	Rae Bareli	Sonia Gandhi	Indian National Congress	Dinesh Pratap Singh	Bharatiya Janata Party	167178	Indian National Congress
Uttar Pradesh	Rampur	Mohammad Azam Khan	Samajwadi Party	Jayaprada Nahata	Bharatiya Janata Party	109997	Bharatiya Janata Party
Uttar Pradesh	Robertsganj	Pakauri Lal Kol	Apna Dal (Soneylal)	Bhai Lal	Samajwadi Party	54336	Bharatiya Janata Party
Uttar Pradesh	Saharanpur	Haji Fazlur Rehman	Bahujan Samaj Party	Raghav Lakhanpal	Bharatiya Janata Party	22417	Bharatiya Janata Party
Uttar Pradesh	Salempur	Ravinder	Bharatiya Janata Party	R S Kushwaha	Bahujan Samaj Party	112477	Bharatiya Janata Party
Uttar Pradesh	Sambhal	Dr. Shafiqur Rehman Barq	Samajwadi Party	Parameshvar Lal Saini	Bharatiya Janata Party	174826	Bharatiya Janata Party
Uttar Pradesh	Sant Kabir Nagar	Praveen Kumar Nishad	Bharatiya Janata Party	Bheeshma Shankar	Bahujan Samaj Party	35749	Bharatiya Janata Party
Uttar Pradesh	Shahjahanpur	Arun Kumar Sagar	Bharatiya Janata Party	Amar Chandra Jauhar	Bahujan Samaj Party	268418	Bharatiya Janata Party
Uttar Pradesh	Shrawasti	Ram Shiromani	Bahujan Samaj Party	Daddan Mishra	Bharatiya Janata Party	5320	Bharatiya Janata Party
Uttar Pradesh	Sitapur	Rajesh Verma	Bharatiya Janata Party	Nakul Dubey	Bahujan Samaj Party	100833	Bharatiya Janata Party
Uttar Pradesh	Sultanpur	Maneka Sanjai Gandhi	Bharatiya Janata Party	Chandra Bhadra Singh "ssonu"	Bahujan Samaj Party	14526	Bharatiya Janata Party
Uttar Pradesh	Unnao	Swami Sakshi Ji Maharaj	Bharatiya Janata Party	Arun Shanker Shukla	Samajwadi Party	400956	Bharatiya Janata Party
Uttar Pradesh	Varanasi	Narendra Modi	Bharatiya Janata Party	Shalini Yadav	Samajwadi Party	479505	Bharatiya Janata Party
Uttarakhand	Almora	Ajay Tamta	Bharatiya Janata Party	Pradeep Tamta	Indian National Congress	232986	Bharatiya Janata Party
Uttarakhand	Garhwal	Tirath Singh Rawat	Bharatiya Janata Party	Manish Khanduri	Indian National Congress	302669	Bharatiya Janata Party
Uttarakhand	Hardwar	Ramesh Pokhriyal 'nishank'	Bharatiya Janata Party	Ambrish Kumar	Indian National Congress	258729	Bharatiya Janata Party
Uttarakhand	Nainital-udhamsingh Nagar	Ajay Bhatt	Bharatiya Janata Party	Harish Rawat	Indian National Congress	339096	Bharatiya Janata Party
Uttarakhand	Tehri Garhwal	Mala Rajya Laxmi Shah	Bharatiya Janata Party	Pritam Singh	Indian National Congress	300586	Bharatiya Janata Party
West Bengal	Alipurduars	John Barla	Bharatiya Janata Party	Dasrath Tirkey	All India Trinamool Congress	243989	All India Trinamool Congress
West Bengal	Arambagh	Aparupa Poddar (afrin Ali)	All India Trinamool Congress	Tapan Kumar Ray	Bharatiya Janata Party	1142	All India Trinamool Congress
West Bengal	Asansol	Babul Supriyo	Bharatiya Janata Party	Moon Moon Sen	All India Trinamool Congress	197637	Bharatiya Janata Party
West Bengal	Baharampur	Adhir Ranjan Chowdhury	Indian National Congress	Apurba Sarkar (david)	All India Trinamool Congress	80696	Indian National Congress
West Bengal	Balurghat	Sukanta Majumdar	Bharatiya Janata Party	Arpita Ghosh	All India Trinamool Congress	33293	All India Trinamool Congress
West Bengal	Bangaon	Shantanu Thakur	Bharatiya Janata Party	Mamata Thakur	All India Trinamool Congress	111594	All India Trinamool Congress
West Bengal	Bankura	Dr. Subhas Sarkar	Bharatiya Janata Party	Subrata Mukherjee	All India Trinamool Congress	174333	All India Trinamool Congress
West Bengal	Barasat	Dr. Kakoli Ghoshdastidar	All India Trinamool Congress	Mrinal Kanti Debnath	Bharatiya Janata Party	109983	All India Trinamool Congress
West Bengal	Bardhaman Purba	Sunil Kumar Mondal	All India Trinamool Congress	Paresh Chandra Das	Bharatiya Janata Party	89311	All India Trinamool Congress
West Bengal	Barrackpore	Arjun Singh	Bharatiya Janata Party	Dinesh Trivedi	All India Trinamool Congress	14857	All India Trinamool Congress
West Bengal	Basirhat	Nusrat Jahan Ruhi	All India Trinamool Congress	Sayantan Basu	Bharatiya Janata Party	350369	All India Trinamool Congress
West Bengal	Birbhum	Satabdi Roy	All India Trinamool Congress	Dudh Kumar Mondal	Bharatiya Janata Party	88924	All India Trinamool Congress
West Bengal	Bishnupur	Khan Saumitra	Bharatiya Janata Party	Shyamal Santra	All India Trinamool Congress	78047	All India Trinamool Congress
West Bengal	Bolpur	Asit Kumar Mal	All India Trinamool Congress	Das Ramprasad	Bharatiya Janata Party	106402	All India Trinamool Congress
West Bengal	Burdwan - Durgapur	S.s Ahluwalia	Bharatiya Janata Party	Dr. Mamtaz Sanghamita	All India Trinamool Congress	2439	All India Trinamool Congress
West Bengal	Cooch Behar	Nisith Pramanik	Bharatiya Janata Party	Adhikary Paresh Chandra	All India Trinamool Congress	54231	All India Trinamool Congress
West Bengal	Darjeeling	Raju Bista	Bharatiya Janata Party	Amar Singh Rai	All India Trinamool Congress	413443	Bharatiya Janata Party
West Bengal	Diamond Harbour	Abhishek Banerjee	All India Trinamool Congress	Nilanjan Roy	Bharatiya Janata Party	320594	All India Trinamool Congress
West Bengal	Dum Dum	Sougata Ray	All India Trinamool Congress	Samik Bhattacharya	Bharatiya Janata Party	53002	All India Trinamool Congress
West Bengal	Ghatal	Adhikari Deepak (dev)	All India Trinamool Congress	Bharati Ghosh	Bharatiya Janata Party	107973	All India Trinamool Congress
West Bengal	Hooghly	Locket Chatterjee	Bharatiya Janata Party	Dr. Ratna De (nag)	All India Trinamool Congress	73362	All India Trinamool Congress
West Bengal	Howrah	Prasun Banerjee	All India Trinamool Congress	Rantidev Sengupta	Bharatiya Janata Party	103695	All India Trinamool Congress
West Bengal	Jadavpur	Mimi Chakraborty	All India Trinamool Congress	Anupam Hazra	Bharatiya Janata Party	295239	All India Trinamool Congress
West Bengal	Jalpaiguri	Dr. Jayanta Kumar Roy	Bharatiya Janata Party	Bijoy Chandra Barman	All India Trinamool Congress	184004	All India Trinamool Congress
West Bengal	Jangipur	Khalilur Rahaman	All India Trinamool Congress	Mafuja Khatun	Bharatiya Janata Party	245782	Indian National Congress
West Bengal	Jhargram	Kunar Hembram	Bharatiya Janata Party	Birbaha Saren	All India Trinamool Congress	11767	All India Trinamool Congress
West Bengal	Joynagar	Pratima Mondal	All India Trinamool Congress	Dr. Ashok Kandary	Bharatiya Janata Party	316775	All India Trinamool Congress
West Bengal	Kanthi	Adhikari Sisir	All India Trinamool Congress	Dr. Debasis Samanta	Bharatiya Janata Party	111668	All India Trinamool Congress
West Bengal	Kolkata Dakshin	Mala Roy	All India Trinamool Congress	Chandra Kumar Bose	Bharatiya Janata Party	155192	All India Trinamool Congress
West Bengal	Kolkata Uttar	Bandyopadhyay Sudip	All India Trinamool Congress	Rahul (biswajit) Sinha	Bharatiya Janata Party	127095	All India Trinamool Congress
West Bengal	Krishnanagar	Mahua Moitra	All India Trinamool Congress	Kalyan Chaubey	Bharatiya Janata Party	63218	All India Trinamool Congress
West Bengal	Maldaha Dakshin	Abu Hasem Khan Chowdhury (dalu)	Indian National Congress	Sreerupa Mitra Chaudhury	Bharatiya Janata Party	8222	Indian National Congress
West Bengal	Maldaha Uttar	Khagen Murmu	Bharatiya Janata Party	Mausam Noor	All India Trinamool Congress	84288	Indian National Congress
West Bengal	Mathurapur	Choudhury Mohan Jatua	All India Trinamool Congress	Shyamaprasad Halder	Bharatiya Janata Party	203974	All India Trinamool Congress
West Bengal	Medinipur	Dilip Ghosh	Bharatiya Janata Party	Manas Ranjan Bhunia	All India Trinamool Congress	88952	All India Trinamool Congress
West Bengal	Murshidabad	Abu Taher Khan	All India Trinamool Congress	Abu Hena, S/o - Late Abdus Sattar	Indian National Congress	226417	Communist Party of India  (Marxist)
West Bengal	Purulia	Jyotirmay Singh Mahato	Bharatiya Janata Party	Dr. Mriganka Mahato	All India Trinamool Congress	204732	All India Trinamool Congress
West Bengal	Raiganj	Debasree Chaudhuri	Bharatiya Janata Party	Agarwal Kanaialal	All India Trinamool Congress	60574	Communist Party of India  (Marxist)
West Bengal	Ranaghat	Jagannath Sarkar	Bharatiya Janata Party	Rupali Biswas	All India Trinamool Congress	233428	All India Trinamool Congress
West Bengal	Srerampur	Kalyan Banerjee	All India Trinamool Congress	Debjit Sarkar	Bharatiya Janata Party	98536	All India Trinamool Congress
West Bengal	Tamluk	Adhikari Dibyendu	All India Trinamool Congress	Sidharthashankar Naskar	Bharatiya Janata Party	190165	All India Trinamool Congress
